Description	Name	Egg_1	Egg_2	Egg_3	2_1	2_2	2_3	4_1	4_2	4_3	6_1	6_2	6_3	8_1	8_2	8_3	24_1	24_2	24_3	Gene_stable_ID	Transcript_stable_ID	Protein_stable_ID	Transcript_name	Gene_Synonym	Gene_type	Gene_description
pep chromosome:GRCz11:1:38142715:38166814:1 gene:ENSDARG00000057303.8 transcript:ENSDART00000079928.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:galnt7 description:UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 [Source:ZFIN;Acc:ZDB-GENE-050522-284]	NA	274025.722242952	1590721.69054335	496050.785684286	3587687.11461642	4203516.24125261	5903255.58383013	7070216.12763343	8220652.67115606	5051870.75737556	6959450.10597692	9786934.48181127	7720297.96962641	5805928.03234932	2147885.01311641	3287012.5247699	4451126.85427258	2272926.06972978	5618207.27772045	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:4:20480421:20486005:-1 gene:ENSDARG00000009252.9 transcript:ENSDART00000130687.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:napepld description:N-acyl phosphatidylethanolamine phospholipase D [Source:ZFIN;Acc:ZDB-GENE-030131-3856]	napepld	273507.305888307	164490.883165743	172416.259455061	194655.779391898	83942.3632135677	200316.40149845	210954.748090464	255281.38508428	129969.110610079	287118.545381878	249053.598694961	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000009252	ENSDART00000130687,ENSDART00000187240,ENSDART00000023337,ENSDART00000183276	ENSDARP00000110474,ENSDARP00000146191,ENSDARP00000013436,ENSDARP00000154110	napepld-202,napepld-204,napepld-201,napepld-203		protein_coding	N-acyl_phosphatidylethanolamine_phospholipase_D_[Source:ZFIN;Acc:ZDB-GENE-030131-3856]
pep chromosome:GRCz11:23:17865554:17876777:1 gene:ENSDARG00000005513.8 transcript:ENSDART00000162822.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:naca description:nascent polypeptide associated complex subunit alpha [Source:ZFIN;Acc:ZDB-GENE-020423-4]	naca	272770.953699696	164490.883165743	172416.259455061	2167951.61504486	1396152.73200097	538053.282744088	4503298.68959504	3697591.03896926	3136791.45303064	8587435.89797218	5435928.19729367	10906797.4068586	9218788.70283925	7093059.83803965	21707417.3370834	39757125.7398226	48911339.4690031	44194639.6565471	ENSDARG00000005513	ENSDART00000014723,ENSDART00000140302,ENSDART00000144800,ENSDART00000181009,ENSDART00000162822	ENSDARP00000025953,ENSDARP00000121027,ENSDARP00000112826,ENSDARP00000153876,ENSDARP00000136310	naca-201,naca-202,naca-203,naca-205,naca-204		protein_coding	nascent_polypeptide_associated_complex_subunit_alpha_[Source:ZFIN;Acc:ZDB-GENE-020423-4]
pep chromosome:GRCz11:5:31640881:31689796:-1 gene:ENSDARG00000035470.9 transcript:ENSDART00000186294.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:sh3glb2b description:SH3-domain GRB2-like endophilin B2b [Source:ZFIN;Acc:ZDB-GENE-040426-833]	NA	271012.478928176	914489.27161316	2138736.24789944	3894501.26520318	3407889.51215274	1165863.7950948	2933600.33643527	5219175.63619822	3306082.9173888	4606490.68457645	9269795.61297658	2884744.01042446	5440589.55837004	3854044.52972871	11156762.5666494	2887042.92060284	2618475.82415032	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:7:38529263:38533696:1 gene:ENSDARG00000077537.4 transcript:ENSDART00000173804.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:nudt19 description:nudix (nucleoside diphosphate linked moiety X)-type motif 19 [Source:ZFIN;Acc:ZDB-GENE-081022-80]	nudt19	269387.407135818	1555737.35646162	323834.621572432	639560.798481498	218542.398906558	1577185.51730061	210954.748090464	255281.38508428	228102.928147739	287118.545381878	249053.598694961	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000077537	ENSDART00000109495,ENSDART00000173804	ENSDARP00000101840,ENSDARP00000142787	nudt19-201,nudt19-202		protein_coding	nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_19_[Source:ZFIN;Acc:ZDB-GENE-081022-80]
pep chromosome:GRCz11:17:22381248:22500756:1 gene:ENSDARG00000043406.10 transcript:ENSDART00000128875.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:slc8a1b description:solute carrier family 8 (sodium/calcium exchanger), member 1b [Source:ZFIN;Acc:ZDB-GENE-060110-3]	slc8a1b	264821.260432869	362632.39019578	394484.146676535	253054.048994253	491704.529364448	59878.1900886335	345591.589794776	255281.38508428	164444.324104827	251826.004084313	179347.334321527	402251.270811293	603017.735742686	553596.918729727	506862.20284144	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000043406,ENSDARG00000110108	ENSDART00000162670,ENSDART00000151929,ENSDART00000128875,ENSDART00000089919,ENSDART00000000804	ENSDARP00000136905,ENSDARP00000126373,ENSDARP00000109925,ENSDARP00000084352,ENSDARP00000001051	slc8a1b-203,slc8a1b-202,slc8a1b-201,slc8a1b-205,slc8a1b-204		protein_coding	solute_carrier_family_8_member_1b_[Source:ZFIN;Acc:ZDB-GENE-060110-3]
pep chromosome:GRCz11:19:30999833:31007417:-1 gene:ENSDARG00000029058.8 transcript:ENSDART00000048144.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:rbbp4 description:retinoblastoma binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-030131-445]	rbb4; rbbp4	264148.802058537	329565.941976749	297941.407140154	194655.779391898	234814.772933485	784692.492385635	2846127.61721436	3563410.8564429	1703006.1282785	452793.843201937	512425.145076078	263460.740186661	559591.631822419	1298611.92938097	444979.098050122	395190.809736859	326584.791583668	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:22:31004735:31020690:-1 gene:ENSDARG00000054827.8 transcript:ENSDART00000130604.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ssuh2.4 description:ssu-2 homolog, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-070424-72]	NA	261328.048912325	164490.883165743	131273.055918995	32414.8037859843	218542.398906558	248308.934491287	398467.003397051	465285.691386944	228102.928147739	317153.392540391	3728739.42844884	3247677.36993858	2490949.87070579	3528847.53234897	2270163.49596734	630594.662315963	8876598.78835781	11348488.0325401	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:21:43645812:43649959:-1 gene:ENSDARG00000094392.3 transcript:ENSDART00000142733.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:si:dkey-229d11.5 description:si:dkey-229d11.5 [Source:ZFIN;Acc:ZDB-GENE-030131-5342]	si:dkey-229d11.5	260096.148511471	164490.883165743	172416.259455061	8679937.52161923	218542.398906558	884085.728544731	3982211.21071875	1126936.89373794	228102.928147739	2381332.726089	249053.598694961	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000094392	ENSDART00000142733,ENSDART00000183996,ENSDART00000192805,ENSDART00000181960,ENSDART00000183395	ENSDARP00000113994,ENSDARP00000149291,ENSDARP00000145709,ENSDARP00000148243,ENSDARP00000150947	si:dkey-229d11.5-201,si:dkey-229d11.5-204,si:dkey-229d11.5-205,si:dkey-229d11.5-202,si:dkey-229d11.5-203		protein_coding	si:dkey-229d11.5_[Source:ZFIN;Acc:ZDB-GENE-030131-5342]
pep chromosome:GRCz11:19:48024457:48037702:1 gene:ENSDARG00000104889.2 transcript:ENSDART00000163823.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:kpnb1 description:karyopherin (importin) beta 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2579]	kpnb1	257358.960307263	91382.594408848	172416.259455061	4239451.99736931	4035079.01934328	3808956.45244319	16118329.7063805	11684396.1824727	33706749.1445829	23547008.7891139	32555784.8088223	18624885.0394941	21149315.1415927	28364829.8977179	23984078.0195536	27057987.2380703	18842873.6664292	14843025.844708	ENSDARG00000104889	ENSDART00000163823	ENSDARP00000135519	kpnb1-201		protein_coding	karyopherin_(importin)_beta_1_[Source:ZFIN;Acc:ZDB-GENE-030131-2579]
pep chromosome:GRCz11:16:5013868:5105322:-1 gene:ENSDARG00000014676.11 transcript:ENSDART00000184700.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:bckdhb description:branched chain keto acid dehydrogenase E1, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-030124-2]	NA	251726.157824276	10763432.4663638	79282338.6348974	11328588.2440377	24520013.562108	33719553.7649675	24273106.4127461	41210685.9306572	74815619.3473053	15813796.8051205	50568028.8052467	15357067.7779438	20263530.8521049	32584296.3943944	17174243.3222685	18591530.0362883	16292171.4363405	16294416.4678064	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:13:30152217:30161684:-1 gene:ENSDARG00000030441.6 transcript:ENSDART00000040409.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ppa1b description:pyrophosphatase (inorganic) 1b [Source:ZFIN;Acc:ZDB-GENE-050417-375]	ppa1b	247885.210716545	164490.883165743	143811.109685891	1838751.30273184	1339960.75522811	1231685.38753671	4893139.42785417	2224105.80955063	2481594.49155051	21493627.3732005	4788075.05299008	14760670.4655804	10256180.3979079	11873029.4438024	18372038.2806057	9209965.82775209	7199089.26567062	5138041.85884313	ENSDARG00000030441	ENSDART00000040409,ENSDART00000141946	ENSDARP00000040408,	ppa1b-201,ppa1b-202		protein_coding	inorganic_pyrophosphatase_1b_[Source:ZFIN;Acc:ZDB-GENE-050417-375]
pep chromosome:GRCz11:3:52545014:52603683:1 gene:ENSDARG00000006240.7 transcript:ENSDART00000018908.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:slc27a1a description:solute carrier family 27 (fatty acid transporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-050320-112]	NA	247883.07297999	181318.818485831	849357.362535001	600518.118385996	597191.102148117	541930.492642517	210954.748090464	660531.069304089	728798.416986284	287118.545381878	173693.794471175	323173.512010719	226279.625895691	554836.498615431	56542.5831337054	199123.194798386	128841.597679391	106338.715922406	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:15:28318005:28349964:1 gene:ENSDARG00000061579.8 transcript:ENSDART00000175860.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:myo1cb description:myosin Ic, paralog b [Source:ZFIN;Acc:ZDB-GENE-090429-3]	NA	246258.94297879	164490.883165743	172416.259455061	502714.982695754	81778.8072810912	200316.40149845	113663.123605497	255281.38508428	228102.928147739	287118.545381878	25580.6774121249	263460.740186661	226279.625895691	222762.305921108	220863.176934779	781940.159085089	257852.563411723	475044.908477697	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:19:43740697:43757568:-1 gene:ENSDARG00000039980.9 transcript:ENSDART00000058491.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ppt1 description:palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile) [Source:ZFIN;Acc:ZDB-GENE-040426-2653]	ppt1	245771.722515867	164490.883165743	440993.83888509	850874.416439635	218542.398906558	200316.40149845	2311804.71931989	628132.542856537	2742051.80943879	6723894.30223742	4113708.05739294	1770190.47782677	6394818.74878058	1005803.04318514	1629783.95803144	21959990.1333143	12505654.8093011	9776595.24738342	ENSDARG00000039980	ENSDART00000147328,ENSDART00000142202,ENSDART00000151309,ENSDART00000058491,ENSDART00000171806	ENSDARP00000126240,,ENSDARP00000126214,ENSDARP00000058490,ENSDARP00000139466	ppt1-203,ppt1-202,ppt1-204,ppt1-201,ppt1-205		protein_coding	palmitoyl-protein_thioesterase_1_(ceroid-lipofuscinosis,_neuronal_1,_infantile)_[Source:ZFIN;Acc:ZDB-GENE-040426-2653]
pep chromosome:GRCz11:3:32536919:32541072:-1 gene:ENSDARG00000037961.8 transcript:ENSDART00000055324.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:rcn3 description:reticulocalbin 3, EF-hand calcium binding domain [Source:ZFIN;Acc:ZDB-GENE-040625-175]	NA	241665.258247193	1754981.12686087	2980967.33092035	4519658.72489509	2211629.7916141	3203962.00282092	6145109.49877814	6728341.85801237	2858167.78590086	3846098.01291017	3540293.61877099	3192708.67595397	2571892.03717351	2020456.58905883	950100.133333538	90464436.2585801	48941380.4846682	100138290.847984	NA	NA	NA	NA	NA	NA	NA
tubulin, beta 2B [Danio rerio]	zgc:55461	237068.273712981	164490.883165743	172416.259455061	194655.779391898	373034.635235932	310117.284240658	189945.727435761	255281.38508428	1000315.51237896	317430.731189774	2474916.51085443	2076071.1186954	3738195.53704426	3804775.49639833	3156228.41187054	4265556.72431236	3351558.07742616	4004521.9573587	ENSDARG00000117112,ENSDARG00000116706	ENSDART00000192450,ENSDART00000181361,ENSDART00000190555,ENSDART00000186749,ENSDART00000185451	ENSDARP00000153926,ENSDARP00000145631,ENSDARP00000151464,ENSDARP00000149095,ENSDARP00000149641	zgc:55461-206,zgc:55461-205,zgc:55461-204,zgc:55461-203,zgc:55461-202		protein_coding	zgc:55461_[Source:ZFIN;Acc:ZDB-GENE-040426-2879]
hepatocyte growth factor-regulated tyrosine kinase substrate isoform X1 [Danio rerio]	hgs	229512.360461313	623920.870943851	1133029.04093422	734096.167900785	1253647.51126242	3827183.7458482	2735071.4547363	1897013.18001137	160191.215512432	2529258.92829267	1340233.18458626	4225747.73309154	1105251.83193404	4117614.55319768	2678447.99696688	167212.030725483	1678589.41590375	3530301.27487258	ENSDARG00000020960	ENSDART00000131913,ENSDART00000142009	ENSDARP00000121032,	hgs-201,hgs-202		protein_coding	hepatocyte_growth_factor-regulated_tyrosine_kinase_substrate_[Source:ZFIN;Acc:ZDB-GENE-030131-6107]
pyridoxal-dependent decarboxylase domain-containing protein 1 isoform X5 [Danio rerio]	pdxdc1	229182.111114543	164490.883165743	172416.259455061	2228215.13495754	2514801.55062229	310516.528816013	2222946.75355267	2058145.92346969	2170434.53598969	1467039.50441074	249053.598694961	498081.137534735	84022.2498315309	465077.435612987	220863.176934779	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000101886	ENSDART00000189957,ENSDART00000158741,ENSDART00000158284	ENSDARP00000150339,,ENSDARP00000136697	pdxdc1-203,pdxdc1-202,pdxdc1-201		protein_coding	pyridoxal-dependent_decarboxylase_domain_containing_1_[Source:ZFIN;Acc:ZDB-GENE-040912-16]
pep chromosome:GRCz11:2:58377395:58431350:1 gene:ENSDARG00000115862.1 transcript:ENSDART00000193511.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:vapal description:VAMP (vesicle-associated membrane protein)-associated protein A, like [Source:ZFIN;Acc:ZDB-GENE-040718-281]	NA	227448.687901541	1043281.47217855	1427889.6040078	1489229.55297099	1207435.89047968	1291834.44146806	1431735.15757817	1822996.16355083	1611067.37703697	1822827.66990464	1421086.33359293	446070.754326193	1656366.80514082	222762.305921108	220863.176934779	18358311.5362201	3533619.28048211	8319603.19406371	NA	NA	NA	NA	NA	NA	NA
NADH dehydrogenase subunit 6 (mitochondrion) [Danio rerio]	NA	226183.793765416	146786677.363151	132021541.560361	114371996.21208	103771661.308702	200316.40149845	122685635.197435	9565238.61727615	95007675.5405121	287118.545381878	97288245.1551647	104515548.727129	226279.625895691	222762.305921108	220863.176934779	199123.194798386	97259944.9171475	73352971.3520737	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:22:5752257:5756384:1 gene:ENSDARG00000092124.3 transcript:ENSDART00000143052.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cox14 description:cytochrome c oxidase assembly factor COX14 [Source:ZFIN;Acc:ZDB-GENE-060503-626]	NA	226183.793765416	112674246.784194	26417294.5451791	58208196.3653628	88457386.9266693	98262191.7963018	24304903.1177661	255281.38508428	26206583.1327806	7334998.53987462	17614256.1567699	24580759.474052	21840820.8402953	3397068.46699821	23210428.0611361	4110145.7994775	58195659.4547407	12000531.3447446	NA	NA	NA	NA	NA	NA	NA
Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6	NA	226183.793765416	94648493.3235505	5237545.24813551	58175673.2388313	116068.265229217	102749099.106556	783701.281991063	448477.038647369	228102.928147739	142832.390903353	2501651.42744535	3520139.15703553	3056554.80436979	222762.305921108	4170703.63423536	199123.194798386	214419.032333706	5332970.2361617	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz10:19:1902415:1905496:-1 gene:ENSDARG00000021864.8 transcript:ENSDART00000164185.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:rplp1 description:ribosomal protein, large, P1 [Source:ZFIN;Acc:ZDB-GENE-030131-8663]	NA	226183.793765416	84912083.4166731	75792830.2863478	110974869.349587	218542.398906558	13728377.3454224	139558341.310676	135555783.047681	161985192.397951	221426493.131586	196203538.667984	341102729.528779	226279.625895691	235962171.124676	537760845.335188	657982408.379444	934459902.271894	717187513.257471	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:24:2836307:2843107:-1 gene:ENSDARG00000098589.2 transcript:ENSDART00000165290.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cyb5a description:cytochrome b5 type A (microsomal) [Source:ZFIN;Acc:ZDB-GENE-040426-2148]	cyb5a	226183.793765416	76256060.1408526	40548156.7921082	90355578.4153844	84862544.1248666	38379815.5225512	107822831.317629	170956204.371531	124800102.641311	120891643.804656	123806312.641	140341146.377671	102798452.311006	66043985.5804517	56801144.6789659	184452480.099301	148436295.183697	160170159.252918	ENSDARG00000098589	ENSDART00000165290	ENSDARP00000140832	cyb5a-201		protein_coding	cytochrome_b5_type_A_(microsomal)_[Source:ZFIN;Acc:ZDB-GENE-040426-2148]
pep chromosome:GRCz11:25:36316280:36322775:1 gene:ENSDARG00000086591.5 transcript:ENSDART00000152735.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:si:ch211-113a14.11 description:si:ch211-113a14.11 [Source:ZFIN;Acc:ZDB-GENE-121214-162]	NA	226183.793765416	73218513.5308876	6306193.90991088	58311184.6553441	96259778.0443233	331183437.938979	475257822.395129	446861646.58527	460874835.402816	54163078.7201035	201898134.623557	129111983.019542	103401370.565856	37144407.5063343	4632257.6730899	138719100.472082	12302319.7570437	2209498.33132891	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:3:31104891:31115996:-1 gene:ENSDARG00000054578.5 transcript:ENSDART00000058955.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:arl6ip1 description:ADP-ribosylation factor-like 6 interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1087]	arl6ip1	226183.793765416	61299915.0268991	89980351.6659111	17160783.4126394	94071058.1851696	112375226.593415	97370412.3289299	26455763.8436209	138408518.046288	127647367.397326	153593557.311049	263460.740186661	12279418.8716117	4141586.68079115	8368077.33995898	8594433.32385224	109467989.1444	3630824.00850287	ENSDARG00000054578,ENSDARG00000112340	ENSDART00000058955,ENSDART00000145382,ENSDART00000139090,ENSDART00000184873	ENSDARP00000058954,,ENSDARP00000120401,ENSDARP00000147812	arl6ip1-201,arl6ip1-203,arl6ip1-202,arl6ip1-204		protein_coding	ADP-ribosylation_factor-like_6_interacting_protein_1_[Source:ZFIN;Acc:ZDB-GENE-040426-1087]
